"كد درس","نام درس","كد ارائه کلاس درس","استاد","مقطع ارائه درس","زمانبندي تشکيل کلاس","نوع درس","تعداد واحد نظري","تعداد واحد عملي","نام كلاس درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","حداكثر ظرفيت","زمان امتحان","مكان برگزاري","گروه آموزشی","دانشکده","واحد","استان"
"99079","تربیت بدنی","163-797",,"كارشناسي ناپيوسته","پنج شنبه از 07:30 تا 09:00","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"20","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي تربيت بدني (علوم ورزشي)(7116343)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138207662","طراحی کامپایلر","163330339",,"كارشناسي ناپيوسته","يكشنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/03 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138207662","طراحی کامپایلر","163330338",,"كارشناسي ناپيوسته","يكشنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/03 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138207662","طراحی کامپایلر","163330337",,"كارشناسي ناپيوسته","سه شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/03 از 13:30 تا 15:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138207662","طراحی کامپایلر","163330336",,"كارشناسي ناپيوسته","دوشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/03 از 13:30 تا 15:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138207662","طراحی کامپایلر","163330335",,"كارشناسي ناپيوسته","دوشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/03 از 13:30 تا 15:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884102914","آزمایشگاه مهندسی نرم افزار","163330334",,"كارشناسي ناپيوسته","چهارشنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884102914","آزمایشگاه مهندسی نرم افزار","163330333",,"كارشناسي ناپيوسته","سه شنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884102914","آزمایشگاه مهندسی نرم افزار","163330332",,"كارشناسي ناپيوسته","دوشنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884102914","آزمایشگاه مهندسی نرم افزار","163330331",,"كارشناسي ناپيوسته","يكشنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"1",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884102914","آزمایشگاه مهندسی نرم افزار","163330330",,"كارشناسي ناپيوسته","شنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138155491","هوش مصنوعی","163330329",,"كارشناسي ناپيوسته","چهارشنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/01 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138155491","هوش مصنوعی","163330328",,"كارشناسي ناپيوسته","دوشنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/01 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138155491","هوش مصنوعی","163330327",,"كارشناسي ناپيوسته","سه شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/01 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138155491","هوش مصنوعی","163330326",,"كارشناسي ناپيوسته","سه شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/01 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55006","زبان فارسی (پیش نیاز دانشگاهی)","163114122222752","شهره خادمی","كارشناسي ناپيوسته","سه شنبه از 12:30 تا 14:00","نظري","2","0",,"حضوري","ارائه در سطح دانشکده",,"40","1401/11/08 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628117515","تحلیل‌ و طراحی سیستم ها","163330231",,"كارشناسي ناپيوسته",,"نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"0","1401/10/26 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","163175578",,"كارشناسي ناپيوسته","يكشنبه از 14:00 تا 15:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90029","فارسی","40116","شهره دستغیب","كارشناسي ناپيوسته","دوشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح دانشکده",,"0","1401/11/08 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138150350","معادلات‌ دیفرانسیل‌","523175175450",,"كارشناسي ناپيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"10","1401/11/05 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138150350","معادلات‌ دیفرانسیل‌","523175175446",,"كارشناسي ناپيوسته","شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"10","1401/11/05 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","523175175364",,"كارشناسي ناپيوسته",,"عملي","0","1","محل تشکیل کلاس دانشگاه ازاد خرامه","حضوري","ارائه در سطح گروه آموزشی",,"15",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175186","مهدی مهدوی اعلا","كارشناسي ناپيوسته","پنج شنبه از 10:30 تا 12:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99073","اندیشه ها و وصایای امام خمینی(ره)","163175449","محمدمهدی محمدی","كارشناسي ناپيوسته","چهارشنبه از 14:00 تا 15:30","نظري","1","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 09:30 تا 11:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99073","اندیشه ها و وصایای امام خمینی(ره)","163175448","محمدمهدی محمدی","كارشناسي ناپيوسته","چهارشنبه از 12:30 تا 14:00","نظري","1","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 09:00 تا 11:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175470","سید محمد رضا پیرمرادیان","كارشناسي ناپيوسته","پنج شنبه از 12:30 تا 14:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","163175462","غلامرضا صفرپور","كارشناسي ناپيوسته","يكشنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138207662","طراحی کامپایلر","523175175323",,"كارشناسي ناپيوسته","سه شنبه از 09:45 تا 12:30","نظري","3","0","محل تشکیل کلاس دانشگاه ازاد خرامه","حضوري","ارائه در سطح گروه آموزشی",,"15","1401/10/27 از 09:00 تا 11:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","163175175322",,"كارشناسي ناپيوسته",,"نظري","2","0","محل تشکیل کلاس دانشگاه ازاد خرامه","حضوري","ارائه در سطح گروه آموزشی",,"15","1401/10/28 از 15:00 تا 17:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884102914","آزمایشگاه مهندسی نرم افزار","163175175321",,"كارشناسي ناپيوسته","سه شنبه از 07:30 تا 09:00","عملي","0","1","محل تشکیل کلاس دانشگاه ازاد خرامه","حضوري","ارائه در سطح گروه آموزشی",,"5","1401/10/25 از 15:00 تا 17:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138207657","آزمایشگاه هوش مصنوعی","163175175320",,"كارشناسي ناپيوسته",,"كارگاهي","0","1","محل تشکیل کلاس دانشگاه ازاد خرامه","حضوري","ارائه در سطح گروه آموزشی",,"15","1401/10/26 از 09:00 تا 11:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138155491","هوش مصنوعی","163175175319",,"كارشناسي ناپيوسته",,"نظري","3","0","محل تشکیل کلاس دانشگاه ازاد خرامه","حضوري","ارائه در سطح گروه آموزشی",,"40","1401/10/25 از 09:00 تا 11:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138181288","اینترنت اشیا","163330381",,"كارشناسي ناپيوسته","دوشنبه از 07:30 تا 10:30","آزمايشگاهي","2","1","محل تشکیل کلاس دانشگاه ازاد خرامه","حضوري","ارائه در سطح گروه آموزشی",,"0","1401/10/24 از 09:00 تا 11:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884137355","طراحی زبان های برنامه سازی","163330472",,"كارشناسي پيوسته","جمعه از 07:30 تا 08:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"2","1401/10/26 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884143773","مباحث ویژه 1","163330471",,"كارشناسي پيوسته","جمعه از 07:30 تا 08:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"2","1401/10/26 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
